Title,Video_length,Video_link,Likes,Views,Publish_date,Comments,Video_length_seconds
JEE Advanced 2018 Maths Solutions Paper 1 by Rohit Soni Sir,02:08:33,https://www.youtube.com/watch?v=bmZDNyef5Ag,395,13977,2022-06-05,52,7713
🚀 Last 15 Days Strategy For JEE Mains | 🤔 What To Do  In Last 15 Days | ABJ Sir,19:34,https://www.youtube.com/watch?v=m1V3CmSq13Q&pp=0gcJCYsJAYcqIYzv,1283,22129,2022-06-04,219,1174
How To Start Class 11?  Everything You Need To Know || A Complete Roadmap || ABJ Sir,26:53:00,https://www.youtube.com/watch?v=X_cIWUAcBak,1395,230745,2022-06-03,112,96780
JEE Advanced 2019 Maths Solution Paper 2 by Rohit Soni Sir,03:07:28,https://www.youtube.com/watch?v=YBfp4C5MjHk,494,16786,2022-06-03,38,11248
Should I Take Drop For JEE 2023- How To Decide? How To Crack JEE 2023 in One Year | Mohit Tyagi Sir,39:04:00,https://www.youtube.com/watch?v=xFE_vzjz_UQ,3078,803838,2022-06-02,287,140640
KVPY 2021 -22 | PHYSICS Solutions | SA Stream | Competishun,01:08:54,https://www.youtube.com/watch?v=6lKeTVcV184,82,3802,2022-05-29,22,4134
JEE Advanced 2019 Maths Solution Paper 1 by Rohit Soni Sir,02:26:34,https://www.youtube.com/watch?v=KiNKDJ_dnfg&pp=0gcJCYsJAYcqIYzv,598,22901,2022-05-28,41,8794
KVPY 2021 -22 | PHYSICS Solutions | SX Stream | Competishun,01:50:40,https://www.youtube.com/watch?v=rtjJYhAuRjA&pp=0gcJCYsJAYcqIYzv,122,4380,2022-05-28,43,6640
KVPY 2021 -22 | MATHEMATICS Solutions | SX Stream | Competishun,02:18:07,https://www.youtube.com/watch?v=JLmbwtgpxYc,113,3344,2022-05-28,34,8287
JEE OR BOARDS- Which To Focus on? || 11th To 12th Moving Students || JEE Main 2023/24,25:41:00,https://www.youtube.com/watch?v=h4pWZJCHGKY,798,132758,2022-05-27,109,92460
KVPY 2021 -22 | BIOLOGY Solutions | SA Stream | Competishun,52:09:00,https://www.youtube.com/watch?v=BzwTCVjC_6I&pp=0gcJCYsJAYcqIYzv,28,1199,2022-05-25,6,187740
How To Fill IISER Application Form 2022 | IISER Application Form 2022 | IAT Exam 2022 Registration,06:10,https://www.youtube.com/watch?v=Jt8JnL_PB3E,517,24937,2022-05-25,92,370
KVPY 2021 -22 | Chemistry Solutions | SX Stream | Competishun,39:51:00,https://www.youtube.com/watch?v=vWuhKg7YEFw,66,2870,2022-05-25,20,143460
KVPY 2021 -22 | Mathematics Solutions | SA Stream | Competishun,01:28:17,https://www.youtube.com/watch?v=CJAiiPK-dSc,74,2976,2022-05-25,7,5297
KVPY 2021 -22 | Chemistry Solutions | SA Stream | Competishun,29:42:00,https://www.youtube.com/watch?v=vEpJ34-3-OE,68,1841,2022-05-25,13,106920
🔥🔥 Celebrating 2 Years of Success ||🥳🎊 Team Competishun || 🎂🎉2nd Foundation Day ||,04:52,https://www.youtube.com/watch?v=OWjd6SRTADE,810,8345,2022-05-23,143,292
🔥🔥🔥 Competishun Offline Classes at Jaipur || Important Announcement For All JEE/NEET Aspirants,40:48:00,https://www.youtube.com/watch?v=SD81gK5QSvo,4921,1271899,2022-05-22,433,146880
KVPY SX/SB 2018 Mathematics solution by Rohit Soni Sir | KVPY 2022 | Competishun| video solution,02:57:20,https://www.youtube.com/watch?v=wB0XaRIc-WQ,110,4055,2022-05-21,15,10640
Watch This If You Are Starting Your JEE 2023 Preparation | BEST Strategy For JEE 2023 | ABJ Sir,19:38,https://www.youtube.com/watch?v=02UAML0glAw,2733,616828,2022-05-20,249,1178
Chapter Sequence of Chemistry For Class 11th | Must Watch Video For JEE 2024 Aspirants | ALK Sir,16:04,https://www.youtube.com/watch?v=nEfokeFnUy0,1333,77175,2022-05-18,141,964
KVPY SA 2019 Mathematics solution by Rohit Soni Sir| KVPY 2022 | Competishun| video solution,01:28:04,https://www.youtube.com/watch?v=26xr2nhozGQ,89,3583,2022-05-17,12,5284
JEE 2024 Preparation - Do's & Don'ts | Perfect Strategy For 10th To 11th Moving Students|Mohit Tyagi,32:53:00,https://www.youtube.com/watch?v=nJpRUprQJDw,2238,488236,2022-05-15,181,118380
#9- IDENTIFYING BUFFER SOLUTION | MISCELLANEOUS CONCEPTS | CHEMISTRY | IIT JEE MAIN 2022,09:41,https://www.youtube.com/watch?v=byfMHjkgMhg,177,3430,2022-05-15,25,581
KVPY 2022 - Past 5 Year's Paper Analysis | Physics | SX Stream | Competishun,12:50,https://www.youtube.com/watch?v=qQsC1iaulyE,139,4597,2022-05-14,7,770
ISI ENTRANCE EXAM 2022 SOLUTION UGB | COMPETISHUN | Paper solution of Indian Statistical Institute |,01:23:47,https://www.youtube.com/watch?v=VoH3Epi5Ses,241,9087,2022-05-13,19,5027
KVPY 2022- Past 5 Year's Paper Analysis | Mathematics | SX Stream | Competishun,12:34,https://www.youtube.com/watch?v=cbBH_jyy984&pp=0gcJCYsJAYcqIYzv,164,3562,2022-05-13,19,754
KVPY 2022- Past 5 Year's Paper Analysis | Chemistry | SX Stream | Competishun,15:06,https://www.youtube.com/watch?v=mwh4BXfBb30,213,4807,2022-05-12,30,906
#8 Cathodic protection | Corrosion Miscellaneous Concepts | Chemistry | JEE Main | JEE Adv,05:48,https://www.youtube.com/watch?v=f9BAV9r0ETY&pp=0gcJCYsJAYcqIYzv,142,2884,2022-05-12,9,348
NTA v/s JAB Latest News- Will There be a very Big difference in Level Of Jee Mains Paper ?,10:24,https://www.youtube.com/watch?v=DAwtWXG3yFQ,2900,60820,2022-05-11,208,624
ISI ENTRANCE EXAM 2022 SOLUTION UGA | COMPETISHUN | Paper solution of Indian Statistical Institute |,01:49:49,https://www.youtube.com/watch?v=IbRzRagB02w,618,27744,2022-05-10,94,6589
#7- Interaction energy in intermolecular forces  Chemical Bonding  Miscellaneous concepts  JEE ADV,05:50,https://www.youtube.com/watch?v=VwTq83V6Rao,162,3549,2022-05-10,20,350
#6 NUMBER OF p PI p PI AND p PI d PI BONDS  MISCELLANEOUS CONCEPTS  CHEMISTRY JEE ADV NSEC JEE MAIN,16:45,https://www.youtube.com/watch?v=1_hmAIEMg9I,279,6150,2022-05-09,29,1005
#5 POLYMORPHISM ISOMORPHISM CHEMICAL BONDING MISCELLANEOUS CONCEPTS CHEMISTRY JEE ADV NSEC JEE MAIN,09:10,https://www.youtube.com/watch?v=dPhTcdDcNdc,174,4307,2022-05-08,17,550
#4- Aquaregia |  p Block Miscellaneous concepts | Chemistry | JEE ADV | Olympiads| IOQC,12:13,https://www.youtube.com/watch?v=g_AOLyKCMl8,284,7115,2022-05-07,31,733
#3 NET RATE OF REACTION  CHEMICAL KINETICS  MISCELLANEOUS CONCEPTS CHEMISTRY IIT ADVANCED NSEC,06:54,https://www.youtube.com/watch?v=K1lzfTmCPOk,264,5501,2022-05-06,23,414
Should JEE/NEET aspirants appear in CUET ? CUET 2022 central university entrance test| DU|,08:41,https://www.youtube.com/watch?v=RiBlJqZ7V-o&pp=0gcJCYsJAYcqIYzv,1103,75684,2022-05-05,81,521
#2 Dihedral angle in H2O2 | Hydrogen | Miscellaneous concepts | Chemistry  JEE ADV |  Olympiads,03:59,https://www.youtube.com/watch?v=xWgRIOHOYfo,287,6127,2022-05-05,23,239
"@CompetishunNEEV Announcement| Pre foundation NTSE, STSE, 9th class, 10th class| Competishun NEEV",07:45,https://www.youtube.com/watch?v=gCBNElGgdvs,499,65890,2022-05-04,41,465
#1 DANGLING BOND | UNSATISFIED VALENCE | CHEMICAL BONDING  |MISCELLANEOUS CONCEPTS CHEMISTRY JEE ADV,12:17,https://www.youtube.com/watch?v=PbrI13Q8n6g,646,19776,2022-05-04,94,737
WBJEE 2022 Answer key Maths| WBJEE 2022 Maths solutions(Q51-75) | WBJEE 2022 Question paper,01:10:39,https://www.youtube.com/watch?v=Qbva38Or414,220,9601,2022-05-03,8,4239
WBJEE 2022 Answer key Physics| WBJEE 2022 Physics solutions | WBJEE 2022 Question paper|,02:16:40,https://www.youtube.com/watch?v=dQ3ZI75T8Ps,458,21913,2022-05-02,47,8200
WBJEE 2022 Answer key Maths| WBJEE 2022 Maths solutions(26-50) | WBJEE 2022 Question paper|Rohit Sir,01:14:24,https://www.youtube.com/watch?v=eNHBtErOfHs,326,13619,2022-05-01,22,4464
WBJEE 2022 Answer key Maths| WBJEE 2022 Maths solutions(Q1-25) | WBJEE 2022 Question paper,01:20:56,https://www.youtube.com/watch?v=HjiNCCZRp60,896,41627,2022-05-01,43,4856
WBJEE 2022 answer key Chemistry| WBJEE 2022 chemistry solutions | WBJEE 2022 question paper,33:28:00,https://www.youtube.com/watch?v=qZPlp35Y8lE,832,36000,2022-04-30,82,120480
How To Fill IMU CET 2022 Application Form | IMU CET Registration 2022 | Indian Maritime University,04:11,https://www.youtube.com/watch?v=E-2bvkw_E7c,475,23584,2022-04-26,83,251
IISER Aptitude Test 2022-Complete Information | IAT 2022 | IISER 2022 | ABJ Sir,20:45,https://www.youtube.com/watch?v=5aioqUMfzjI,3501,141885,2022-04-25,287,1245
JEE 2023🎯: 5 BIG Don'ts For Effective & Result Orientated Preparation | Mohit Tyagi,20:00,https://www.youtube.com/watch?v=i_wAga4LEag,3000,761260,2022-04-23,176,1200
How Should Droppers Prepare For IIT JEE (IN ONE YEAR) | ABJ Sir,19:22,https://www.youtube.com/watch?v=-9XHs-xhGnQ,1963,45250,2022-04-19,131,1162
How To Plan For JEE 2024 | JEE Main 2024 Strategy | NS Sir,18:39,https://www.youtube.com/watch?v=qWvRaJ1V_Sc&pp=0gcJCYsJAYcqIYzv,1901,549968,2022-04-18,103,1119
How To Use Remaining 60 Days For Study | JEE Main 2022 | ALK Sir,02:48,https://www.youtube.com/watch?v=sa8iGZQbmMI,737,12197,2022-04-16,44,168
🤔 What is Better to Prepare for JEE | PYQs vs Coaching Material | ABJ Sir,03:06,https://www.youtube.com/watch?v=OaCFzylNciU,1739,34957,2022-04-11,136,186
🎯🔥🔥 The BEST Preparation Strategy In The View of JEE Postponement || Mohit Tyagi,31:26:00,https://www.youtube.com/watch?v=Sp91DKxdgQw,2996,628534,2022-04-07,300,113160
How To Fill CUET Application Form 2022 | CUET 2022 Application Form | CUET 2022 Registration Form,07:04,https://www.youtube.com/watch?v=-93tJ05jk6Y,354,14462,2022-04-07,52,424
Launching 𝗣𝗶𝗻𝗻𝗮𝗰𝗹𝗲 𝗜𝗻𝘁𝗲𝗴𝗿𝗮𝘁𝗲𝗱 For JEE (M+Adv)-2023 |For XI to XII Moving 𝗘𝗡𝗚𝗟𝗜𝗦𝗛 𝗦𝗣𝗘𝗔𝗞𝗜𝗡𝗚 Students,13:00,https://www.youtube.com/watch?v=-pxv4MJlqJ0,671,161113,2022-04-06,56,780
IISC (UG) Admission 2022 | Exam Pattern | Eligibility | Exam Syllabus | Application Form,08:02,https://www.youtube.com/watch?v=dWAZW-b0Ai0,1433,54329,2022-04-04,212,482
Characteristic Equation And Cayley Hamilton Theorem For JEE Main+Advanced | Rajat Jain Sir,29:51:00,https://www.youtube.com/watch?v=2ltnP6-y6EU,1444,46385,2022-04-02,104,107460
Know All About CUET (UG) 2022 | Eligibility | Syllabus | Exam Pattern |Class 12 Board (FULL DETAILS),49:57:00,https://www.youtube.com/watch?v=uObyJyAvBAI,573,13771,2022-04-01,80,179820
Bachelors 🎓 in Germany After 12th || All Possible Ways After 12th to Study in Germany ||,05:59,https://www.youtube.com/watch?v=lf9vYcXJUh4&pp=0gcJCYsJAYcqIYzv,564,14287,2022-04-01,121,359
Best Preparation Course for IIT-JEE 2023 | XI to XII moving OR Droppers | XI Ruined - What to do ?,09:58,https://www.youtube.com/watch?v=f-8BkIHNQiM,1922,515975,2022-03-31,134,598
🚀 IISC Launches B.Tech in Mathematics and Computing {FIRST TIME EVER} | IISC Bangalore,02:31,https://www.youtube.com/watch?v=j4D4Bsmphto,1540,43991,2022-03-28,116,151
When To Start Preparation For IIT JEE 2024 | X to XI Moving Student | JEE Main 2024 Strategy,16:48,https://www.youtube.com/watch?v=8DH1Xr_v3ko,3169,546108,2022-03-26,192,1008
🚀 IIIT Hyderabad || 🔥🔥 A College Better than Most IITs || 📚 All About UGEE-2022 || Competishun,17:05,https://www.youtube.com/watch?v=zHQJZyr2XhY,859,24462,2022-03-24,93,1025
SAT Exam 2022: All You Want To Know About SAT - Scholastic Aptitude Test - Must Watch,09:13,https://www.youtube.com/watch?v=Zq1FiUWMImU&pp=0gcJCYsJAYcqIYzv,698,19353,2022-03-23,52,553
🚀🚀 Launching 𝗕𝗜𝗧𝗦𝗔𝗧 𝗕𝗢𝗢𝗦𝗧𝗘𝗥-𝟮𝟬𝟮𝟮 || The Most Systematic Design Course For BITSAT 2022 || Competishun,11:38,https://www.youtube.com/watch?v=4vE1bwZ5AGY,1239,322830,2022-03-20,56,698
Best Preparation Strategy for JEE Main 2022 according to Preparation Level | IIT JEE Mains & Advance,15:51,https://www.youtube.com/watch?v=OPJRF_L_E34,2096,366118,2022-03-19,181,951
🥳🎉🎊🎨 Holi Celebration @Competishun !!! Happy Holi !!!,00:42,https://www.youtube.com/watch?v=GYFATI9s170,665,13351,2022-03-18,102,42
Know all about NISER | NISER To BARC | Why NSIER |,20:20,https://www.youtube.com/watch?v=axEw8lh1Mg4&pp=0gcJCYsJAYcqIYzv,4379,203108,2022-03-16,172,1220
Know All About BITSAT 2022 | Eligibility | Two Sessions? | ABJ Sir,12:40,https://www.youtube.com/watch?v=l0A01CSffng,1341,44826,2022-03-15,263,760
How To Fill BITSAT Application Form 2022 | BITSAT Form Fill Up 2022 | BITSAT 2022 Registration Form,04:23,https://www.youtube.com/watch?v=ALwnLbuBYf4,573,31277,2022-03-15,59,263
Most Systematic Batch For IIT-JEE 2023 | PRAVEEN-II | For 12th Studying & Passed Students,14:03,https://www.youtube.com/watch?v=XundcGSNRIU,2412,699667,2022-03-12,122,843
"NRTI- India's First Rail & Transport University | Admission Process, Fees, Placements |JEE MAIN 2022",08:26,https://www.youtube.com/watch?v=VkF_4ibYCSI,977,28421,2022-03-10,128,506
"Know All About VIT | VITEEE 2022 | Placements, Admission, Fees, Cut-Off, Exam Pattern, Hostel & Mess",39:43:00,https://www.youtube.com/watch?v=IGx2EiMCo7U,684,27983,2022-03-08,152,142980
Important unit conversions that can boost your JEE main 2022 score| Tips by ALK sir,05:14,https://www.youtube.com/watch?v=7YVKCMwf0KA,1068,19380,2022-03-07,58,314
EXPECTED Marks vs Percentile vs Rank in JEE Mains 2022 | (DETAILED ANALYSIS),12:48,https://www.youtube.com/watch?v=pb70EfU8oAc,3549,157501,2022-03-05,259,768
CHAMP -IV v/s C³ | Which Batch To Enroll For JEE Main 2022 | (Guidance By ALK Sir),05:51,https://www.youtube.com/watch?v=jprjC-oBN9A&pp=0gcJCYsJAYcqIYzv,694,18242,2022-03-04,96,351
"🚀 Launching ""𝗖𝗼𝗺𝗽𝗲𝘁𝗶𝘀𝗵𝘂𝗻 𝗖𝗿𝗮𝘀𝗵 𝗖𝗼𝘂𝗿𝘀𝗲"" {C³} || 🔥 50 Days Full Plan || 🎯 Best Strategy",25:46:00,https://www.youtube.com/watch?v=vQ2fUyNGAzs,4402,1030347,2022-03-03,318,92760
JEE Main 2022 Category Certificates | GEN-EWS | OBC-NCL | Declaration Form,07:08,https://www.youtube.com/watch?v=c2Yv8Mj3qZQ,2809,105745,2022-03-02,436,428
Best Revision Course For Jee Main 2022 (1st Attempt) | JEE Main 2022 Strategy | Champ-4 | ALK Sir,00:59,https://www.youtube.com/watch?v=3jvdJ1xK7vI,1348,355829,2022-03-02,37,59
How To Fill JEE Mains Form 2022 | JEE Main Form Fill Up 2022 | JEE Main Registration 2022,13:05,https://www.youtube.com/watch?v=lwuFfIVJBCI,5682,234115,2022-03-01,975,785
Most Systematic Batch For IIT-JEE 2023 | PRAKHAR-III | For 11th to 12th Moving Students |Competishun,00:57,https://www.youtube.com/watch?v=Yfce-mz_V3w,1514,454421,2022-02-28,52,57
Will 2 attempts(instead of 4)ruin 😭😭 my chances in IIT JEE Main 2022 ? Tips by Mohit Tyagi (MT Sir),00:59,https://www.youtube.com/watch?v=UWU25P1w8q0,768,12325,2022-02-28,87,59
Not able to focus in exam after 2 hours JEE Main 2022 Tips Series,02:14,https://www.youtube.com/watch?v=a_dyGpGGfRA,598,10102,2022-02-27,49,134
Will Maths be tough this time in JEE Exam JEE Main 2022 Tips Series,02:43,https://www.youtube.com/watch?v=NNrp-UQP_XM,1015,17037,2022-02-26,64,163
Which Main Exam should i target  JEE Main 2022 Tips Series,02:08,https://www.youtube.com/watch?v=_aXji9sTmOc,960,15160,2022-02-25,100,128
Should we attempt PYQs Chapterwise or Paperwise JEE Main 2022 Tips Series,01:50,https://www.youtube.com/watch?v=rCuOolVicK4,807,15314,2022-02-23,66,110
Should i prepare for Mains only or for Both Main and Advanced Exam JEE Main 2022 Tips Series,01:52,https://www.youtube.com/watch?v=VN3Jq60okXs,1196,22156,2022-02-23,72,112
Should i join a test series now JEE Main 2022 Tips Series,01:46,https://www.youtube.com/watch?v=iw98Yc5WQg8,560,11200,2022-02-21,52,106
Important Chapters For JEE Mains 2022 Mathematics | Mohit Tyagi ( MT Sir )  IIT JEE Main Exam,22:51,https://www.youtube.com/watch?v=ANTsctzr6hI,2741,115285,2022-02-21,121,1371
Important Chapters For JEE Mains 2022 Chemistry | ALK Sir | NS Sir,29:30:00,https://www.youtube.com/watch?v=bXIZkYHIMMk,2507,120657,2022-02-20,121,106200
I never got good marks in Practice Tests Can i still get good marks in JEE Main Exam 2022 Tip Series,02:47,https://www.youtube.com/watch?v=ICvjjckTQPQ,1260,17742,2022-02-19,86,167
Important Chapters For JEE Mains 2022 Physics | ABJ Sir,22:18,https://www.youtube.com/watch?v=LWfJusznk8I,2502,119304,2022-02-19,149,1338
I am Able to solve questions at Home but not in Exams JEE Main 2022 Tips Series,02:13,https://www.youtube.com/watch?v=8Ag0fPYYfxA,660,9389,2022-02-18,38,133
How to improve the weakest chapter JEE Main 2022 Tips Series,02:46,https://www.youtube.com/watch?v=KNMQGbVBibc,878,11338,2022-02-17,61,166
How to avoid Negative Marks in Test Papers JEE Main 2022 Tips Series,02:29,https://www.youtube.com/watch?v=FQmrLuEizEg,1127,20068,2022-02-16,45,149
How to analyse Practice Tests JEE Main 2022 Tips Series,02:19,https://www.youtube.com/watch?v=aeFUVBDOLJM,637,9166,2022-02-15,40,139
How many marks should i Aim in Mains Exam JEE Main 2022 Tips Series,02:58,https://www.youtube.com/watch?v=05v9aLijbsU,1237,19004,2022-02-14,123,178
How to divide time in JEE Main Paper among PCM | Tips and Strategy Series for IIT JEE Mains 2022,03:25,https://www.youtube.com/watch?v=98fgNRj6YOA,1264,21765,2022-02-13,79,205
Should I use Theory OR Questions for Revision JEE Main 2022 Tips Series,02:54,https://www.youtube.com/watch?v=uiQk4u7aPcI,2021,35510,2022-02-12,124,174
Sheet Exercise OR PYQs For Chapter Practice JEE Main 2022 Tips Series,01:13,https://www.youtube.com/watch?v=uDfHYvt6RGk,1536,28815,2022-02-11,143,73
Boards Delay-Should I Start Preparation For JEE Now or After Boards?,07:36,https://www.youtube.com/watch?v=FP4jsspy1uE,4718,795702,2022-02-10,136,456
New Batch Announcement | Iit Jee 2023 | Prakhar-II | Competishun | Mohit Tyagi,00:54,https://www.youtube.com/watch?v=0FjDmsC-E84,754,211023,2022-02-10,36,54
Selected Imp. Chapters Properly V/s All Chapters upto Medium level JEE Main 2022 Tips Series,02:31,https://www.youtube.com/watch?v=oskBsgGxOig,1321,20314,2022-02-09,51,151
PYQs of How Many Years JEE Main 2022 Tips Series,02:03,https://www.youtube.com/watch?v=v9CfV2VBaHQ,1192,22522,2022-02-08,88,123
How Many Mock Tests Per Week for JEE Main 2022? JEE Main 2022 Tips Series,03:26,https://www.youtube.com/watch?v=m6_rTHnv4W0,1472,25911,2022-02-07,62,206
JEE Main 2022 Exam: How To Prepare a Chapter To The Highest Level In Minimum Time | Mohit Tyagi,05:19,https://www.youtube.com/watch?v=IwS3OYWRbEk,2527,58269,2022-02-06,112,319
Most Systematic Batch For Jee 2024 | Pratham-I | Competishun | Mohit Tyagi,00:59,https://www.youtube.com/watch?v=xwi0O9UmMdI,1737,511234,2022-02-04,35,59
16 Find the moment of inertia of ring of mass m and radius R | Rigid Body Dynamics | RBD | ABJ Sir,20:04,https://www.youtube.com/watch?v=THWCQwJECS8,1179,36572,2022-02-01,86,1204
Best Revision Course For Jee Main 2022 (1st Attempt) | JEE Main 2022 Strategy | Champ-3 | ABJ Sir,01:00,https://www.youtube.com/watch?v=kJbTOeFgyJ4,1514,419228,2022-01-30,46,60
How To Clear Your Backlog | 9 POWERFUL METHODS By ABJ Sir,21:27,https://www.youtube.com/watch?v=q1Ts0PRF75w,1231,24739,2022-01-29,79,1287
Celebrating 73rd Republic Day of India | Team Competishun,01:34,https://www.youtube.com/watch?v=uub95EEAGIA,655,7478,2022-01-26,81,94
Best Revision Course For Jee Main 2022 (1st Attempt) | JEE Main 2022 Strategy | Champ-3,14:53,https://www.youtube.com/watch?v=Y1C86MFNBeE,781,72691,2022-01-24,64,893
🔥 TES 47 Official Notification | Join Indian Army | JEE Main Eligibility | Important Dates,06:40,https://www.youtube.com/watch?v=0ZUYftx1t3M,650,14130,2022-01-23,73,400
Most Systematic Batch For Jee 2023 | Prakhar Integrated-3 | Competishun,01:00,https://www.youtube.com/watch?v=NcCT1K7w-jc,2007,597805,2022-01-22,52,60
IIT Roorkee - Be Your Dream || Campus Tour 2022 || IIT Roorkee || Competishun Alumna,02:50,https://www.youtube.com/watch?v=Ml-ZTGH2tnw,1035,24697,2022-01-21,55,170
New Batch Announcement For Iit- Jee 2024 | 10th To 11th Moving Students | Pratham Star |,32:55:00,https://www.youtube.com/watch?v=O2EQIBAk3Hs,571,72353,2022-01-11,89,118500
New Batch Announcement for IIT- JEE 2023 | XI to XII Moving | PRAKHAR-I | Starts From 10th January,24:25:00,https://www.youtube.com/watch?v=pk88zYQtjN8,909,187770,2022-01-05,108,87900
FREE Practice Test For KVPY 2021-22 | 5th Jan 2022 |,05:54,https://www.youtube.com/watch?v=TvVRkLoX92I,217,4669,2022-01-04,19,354
Best Revision Course For Jee Main 2022 (1st Attempt) | Champ-2 | Team Competishun,13:51,https://www.youtube.com/watch?v=yemMzdFUTAk,1201,238813,2022-01-03,75,831
🎆 💥Celebrating 300k YouTube Family 😍 & New Year 2022 🎉🎁 | Team-Competishun 🥳🎉,06:24,https://www.youtube.com/watch?v=mDtOkkmy0ww,727,8335,2022-01-02,114,384
🎆🎉Happy New Year 2022 By Team Competishun | Let's Make It The BEST Year Till Now |,19:11,https://www.youtube.com/watch?v=yB7X-lnAAS8,1134,12918,2022-01-01,191,1151
Launching 𝗩𝗜𝗝𝗘𝗧𝗔-𝗜𝗜 (Term-2 Course) For Class XII (Cbse Board) |,10:16,https://www.youtube.com/watch?v=aI1XrAzpZpc,595,154390,2021-12-28,48,616
11th Class Wasted? | How To Prepare For IIT-JEE Advanced 2023? | Can Early Drop Boost My Rank?,39:15:00,https://www.youtube.com/watch?v=IUmKqaDlt64,3750,789341,2021-12-25,131,141300
WBJEE 2022 Application Form | WBJEE 2022 Application Form Fill Up | WBJEE 2022 Registration Form |,04:23,https://www.youtube.com/watch?v=JtuZ_t_fJnk,1433,60111,2021-12-24,78,263
How To Finally Overcome Procrastination | 2 SIMPLE TRICKS By ABJ Sir |,15:02,https://www.youtube.com/watch?v=eChtG-ELiZ4&pp=0gcJCYsJAYcqIYzv,2593,52987,2021-12-22,156,902
Launching 𝗝𝗘𝗘𝗧-𝗦𝗘𝗧𝗨 | A Bridge Course For JEE/NEET | Mohit Tyagi,15:45,https://www.youtube.com/watch?v=iiIhLpCbmmw,1148,237062,2021-12-18,62,945
"How To Access ""CHAMP"" Course Using Mobile Application/Website | Competishun-Digital",08:57,https://www.youtube.com/watch?v=IHLB0s7Tfew,373,14744,2021-12-14,52,537
"Who Can Use ""CHAMP-2022 Course"" At This Stage |",11:05,https://www.youtube.com/watch?v=z1DfbCC0234,792,19258,2021-12-11,190,665
Launch 𝗖𝗛𝗔𝗠𝗣-𝟮𝟬𝟮𝟮 | JEE Main 2022: Crash Course | New Batch | Starts 15th Dec |,33:04:00,https://www.youtube.com/watch?v=_zhXWg6PR7Y,4119,772902,2021-12-08,463,119040
🎤 Success Mantra From JEE Advanced 2021 Topper AIR-204 | Paras Sikarwar | NS Sir | Topper's Talk |,17:54,https://www.youtube.com/watch?v=OaRNTE2PX6g,496,10162,2021-12-07,32,1074
An Ultimate Guide To a Career In The Merchant Navy | IMU CET Exam |,12:33,https://www.youtube.com/watch?v=VrTDUZG9bC0,336,7279,2021-12-06,47,753
📊 📝 IIT JEE Advanced Chemistry Paper Analysis | Chapter-wise for last 16 years | ALK Sir | NS Sir |,45:04:00,https://www.youtube.com/watch?v=Yxgb-nL2msE,3575,93547,2021-12-05,128,162240
🎤 Success Mantra From JEE Advanced 2021 Topper AIR-749 | Prithvi Chauhan | MT Sir | Topper's Talk |,10:26,https://www.youtube.com/watch?v=r6ryXaYMlHk,792,15071,2021-12-03,83,626
"How/Why Addiction/Distraction works ? Why do we get addicted to Surfing, games, chatting , Cricket?",11:42,https://www.youtube.com/watch?v=6llJRfAW5ew&pp=0gcJCYsJAYcqIYzv,1890,23714,2021-12-02,197,702
Indian Statistical institute -Eligibility | Exam Pattern | Syllabus | Placement | Admission |,28:22:00,https://www.youtube.com/watch?v=dcg4BigSF2o,2856,89216,2021-12-01,278,102120
IIT-JEE  Selection is tougher Now or Earlier | IIT में सेलेक्ट होना पहले मुश्किल था या अब ?,11:21,https://www.youtube.com/watch?v=KkGCnPQ92hY,1897,30999,2021-11-30,163,681
📊 📝 IIT JEE Advanced Paper Analysis  Chapter-wise for last 16 years | Mohit Tyagi Sir,33:26:00,https://www.youtube.com/watch?v=RAAGBmAw51c,5192,135722,2021-11-29,195,120360
HOW I USED YOUTUBE TO CRACK NEET and GOT AIR 332 WITHOUT COACHING | REVEALED | Mohit Tyagi,14:27,https://www.youtube.com/watch?v=8qUZTkzaLTg&pp=0gcJCYsJAYcqIYzv,573,11958,2021-11-28,43,867
6 Double Star System | Important Concept | Gravitation Class 11| JEE Mains & Advanced |,08:48,https://www.youtube.com/watch?v=ZW_eUiYvE68,1602,46134,2021-11-28,142,528
CSAB Vacant Seats 2021 | CSAB Seat Matrix 2021 |,14:01,https://www.youtube.com/watch?v=lFuTijJcToU,408,14612,2021-11-27,114,841
10 Infinite Wire Capacitor |  Capacitor Class 12 | JEE Mains & Advanced,11:21,https://www.youtube.com/watch?v=wgG8dTAZxRE,1009,33281,2021-11-27,121,681
📊 📝 Physics Paper Analysis of JEE Advanced- Last 16 Years | JEE Physics Analysis | ABJ Sir,26:52:00,https://www.youtube.com/watch?v=gWv1HC2Q-oc,4429,96146,2021-11-25,211,96720
We Request JAB To Allow 3rd Attempt In JEE Advanced 2022 | Share This Video | #JeeAdvanced3rdAttempt,09:18,https://www.youtube.com/watch?v=if758dSXbcY,2506,20933,2021-11-24,494,558
How To Study Online For JEE/NEET Efficiently ? Must Watch For JEE & NEET 2022/2023 Aspirants |,34:47:00,https://www.youtube.com/watch?v=NJND02B228c,1908,34054,2021-11-22,140,125220
🔥🔥 CSAB Counselling 2021 | Eligibility | Registration | Fee Payment | Documents | Choice Filling |,37:44:00,https://www.youtube.com/watch?v=letLxiGfRtg,1355,36699,2021-11-20,208,135840
JoSAA Seat Withdrawal Procedure | Steps To Withdraw Your Seat From JoSAA 2021 (FULL GUIDE),14:37,https://www.youtube.com/watch?v=Vr2JzQ0UE0E,625,27939,2021-11-13,233,877
